id,alpha,delta,diameter,axisRatio,posAngle,MinAx,Type,B-Mag,V-Mag,J-Mag,H-Mag,K-Mag,SurfBr,Hubble,NGC,IC,Common name,NED notes,OpenNGC notes
IC4426,216.82121,16.83097,0.69,1.1,5,0.65,G,15.59,,11.97,11.3,10.98,23.63,E,,,MCG +03-37-016,PGC 051607,SDSS J142717.09+164951.4
IC4427,216.74821,26.86397,0.86,2.5,116,0.35,G,15.33,,12.46,11.83,11.49,23.29,Sab,,,MCG +05-34-041,PGC 051591,SDSS J142659.56+265150.2
IC4428,216.85646,16.19083,0.76,2.2,49,0.35,G,15.71,,12.83,12.16,11.84,23.63,Sa,,,LEDA 084193,SDSS J142725.55+161126.9,
IC4429,216.90571,16.89986,1.02,1.7,96,0.61,G,15.46,,11.89,11.03,10.84,24.32,E,,,MCG +03-37-017,PGC 051637,SDSS J142737.36+165359.4
IC4430,217.33083,-33.45511,2.47,2,24,1.26,G,12.98,,9.57,8.85,8.59,23.65,S0,,,ESO 385-030,ESO-LV 385-0300,MCG -05-34-014
IC4432,217.20733,-39.55219,0.85,3.9,47,0.22,G,16.37,,12.33,11.66,11.24,23.59,Sbc,,,ESO 326-025,PGC 051727,
IC4433,216.97229,16.19556,0.48,1.4,44,0.34,G,16.31,,13.42,13.04,12.39,23.22,Sbc,,,SDSS J142753.34+161144.0,,
IC4434,216.97808,16.20717,0.64,1.4,6,0.46,G,15.51,,12.31,11.6,11.23,23.43,E,,,SDSS J142754.74+161225.9,,
IC4435,216.85117,37.47144,0.94,1,50,0.94,G,15.11,,11.61,10.92,10.6,23.81,E,,,MCG +06-32-037,PGC 051615,SDSS J142724.23+372817.0
IC4436,216.99242,26.5045,1.2,1.2,87,1.03,G,14.75,,11.58,10.92,10.56,24,E,,,MCG +05-34-045,PGC 051654,SDSS J142758.17+263016.1
IC4438,217.14363,17.33456,0.48,1.2,77,0.4,G,15.94,,13.46,12.62,12.65,23.07,Sbc,,,MCG +03-37-020,PGC 051709,SDSS J142834.46+172004.4
IC4439,217.16683,17.02475,0.67,1.9,76,0.36,G,15.81,,13.75,12.67,12.46,23.3,Scd,,,PGC 051720,SDSS J142840.04+170129.1,
IC4440,217.24683,17.32058,0.77,1.7,72,0.46,G,15.56,,12.3,11.54,11.13,23.74,S0-a,,,MCG +03-37-022,PGC 051734,SDSS J142859.23+171914.0
IC4441,217.91092,-43.41844,1.95,1.3,83,1.53,G,12.11,11.84,9.54,8.86,8.6,22.1,SABb,,4444,ESO 272-014,ESO-LV 272-0140,IRAS 14284-4311
IC4442,217.18863,28.96425,0.85,1.7,15,0.5,G,15.13,,11.96,11.31,11.01,23.26,SBa,,,MCG +05-34-050,PGC 051725,SDSS J142845.26+285751.2
IC4443,217.32288,16.18156,0.62,2.2,12,0.28,G,16.25,,13.59,13.08,12.63,23.49,Sbc,,,LEDA 084220,SDSS J142917.43+161053.1,
IC4445,217.97754,-46.03531,1.19,2.6,154,0.45,G,15,,11.64,10.88,10.61,23.28,Scd,,,ESO 272-015,ESO-LV 272-0150,IRAS 14285-4548
IC4446,217.2555,37.46314,0.77,1.9,109,0.4,G,15.77,,13.78,13.13,13.05,23.46,Sc,,,MCG +06-32-044,PGC 051742,SDSS J142901.31+372747.2
IC4447,217.32492,30.83222,0.82,1.2,174,0.67,G,14.66,,11.76,11.08,10.77,23.03,S0-a,,,MCG +05-34-056,PGC 051754,UGC 09306
IC4448,220.1165,-78.80922,1.1,1.3,176,0.86,G,14.09,13.51,11.71,10.88,10.61,22.82,SBc,,,ESO 022-002,ESO-LV 22-0020,IRAS 14343-7835
IC4449,217.83996,15.24086,0.72,1.8,115,0.41,G,15.71,,,,,23.82,IB,,,PGC 1479230,SDSS J143121.58+151427.0,SDSS J143121.58+151427.1
IC4450,218.05142,28.55683,0.98,2.2,48,0.45,G,15.3,,12.23,11.5,11.13,23.32,Sbc,,,IRAS 14300+2846,MCG +05-34-065,PGC 051939
IC4451,218.65475,-36.28583,1.79,1.4,95,1.29,G,13.34,,9.9,9.25,8.99,23.49,E,,,ESO 385-046,ESO-LV 385-0460,MCG -06-32-010
IC4452,218.11429,27.42742,0.5,1.1,78,0.47,G,14.93,,12.53,12.03,11.71,22.1,Sa,,,IRAS 14302+2738,PGC 051951,SDSS J143227.42+272538.7
IC4453,218.61938,-27.51856,2.09,2.2,160,0.97,G,13.14,12.19,9.78,9.08,8.81,23.44,S0,,,ESO 512-004,ESO-LV 512-0040,MCG -04-34-020
IC4454,218.31954,17.71181,0.45,1.4,0,0.32,G,16.7,,13.59,13.06,12.71,23.5,Sab,,,LEDA 1539655,SDSS J143316.68+174242.4,
IC4456,218.53821,16.18403,0.58,2.8,129,0.21,G,16.08,,,,,23.47,Sbc,,,PGC 1502760,SDSS J143409.17+161102.5,
IC4457,218.62033,18.22469,0.46,1.2,85,0.39,G,16,,,,,23.03,Sbc,,,PGC 1553586,SDSS J143428.87+181328.8,
IC4458,219.52446,-39.50597,0.59,2.3,70,0.26,G,17.03,,14.03,13.42,13.21,23.98,Sbc,,,ESO 327-003,PGC 052300,
IC4459,218.63417,30.97467,0.89,3,13,0.3,G,15.39,,12.6,11.86,11.59,23.23,Sb,,,MCG +05-34-074,PGC 052087,SDSS J143432.20+305828.7
IC4460,218.65221,30.27939,0.55,1.3,161,0.41,G,15.61,,13.4,12.95,12.49,22.96,Sa,,,MCG +05-34-075,PGC 052089,SDSS J143436.53+301645.7
IC4461,218.75158,26.53192,0.41,1.5,117,0.28,G,16.7,,14.19,13.54,13.05,23.14,Sc,,,MCG +05-34-076,PGC 052120,SDSS J143500.38+263154.8
IC4462,218.75792,26.54392,0.74,1.4,11,0.54,G,15.33,,12.8,12.21,12.1,23.25,Sb,,,MCG +05-34-077,PGC 052119,SDSS J143501.90+263238.0
IC4463,218.95417,16.01928,0.81,1.3,30,0.61,G,15.42,,13.11,12.38,12.24,23.49,Sbc,,,PGC 052175,SDSS J143548.99+160109.3,SDSS J143549.00+160109.3
IC4464,219.45417,-36.878,1.68,2.5,62,0.67,G,13.66,,10.03,9.35,9.11,23.47,S0,,,ESO 385-050,ESO-LV 385-0500,MCG -06-32-011
IC4465,218.96317,15.57292,0.56,2.4,80,0.23,G,16.53,,13.49,12.63,12.27,24.02,S0-a,,,IRAS 14335+1547,PGC 1488159,SDSS J143551.17+153422.6
IC4466,219.20046,18.34378,1,1,14,1,G,15.6,,12.36,11.7,11.26,24.34,S0-a,,,PGC 052228,SDSS J143648.10+182037.5,SDSS J143648.10+182037.6
IC4467,219.22363,18.37064,0.54,1.1,32,0.48,G,15.99,,12.57,11.95,11.53,23.31,Sa,,,LEDA 1557696,SDSS J143653.66+182214.2,
IC4468,219.61142,-22.36761,2.3,4.3,158,0.54,G,13.77,,10.81,10.09,9.86,23.18,SBc,,,ESO 580-006,ESO-LV 580-0060,IRAS 14355-2209
IC4469,219.33538,18.24933,1.67,7.6,109,0.22,G,15.45,,12.43,11.66,11.5,23.7,Sc,,,MCG +03-37-026,PGC 052258,SDSS J143720.46+181457.0
IC4470,217.09538,78.88561,0.89,3.6,94,0.25,G,14.93,,11.83,11.12,10.87,22.77,Sb,,,MCG +13-10-019,PGC 051696,
IC4472,220.04517,-44.31458,2.69,4.5,0,0.6,G,13.96,,10.36,9.53,9.16,23.65,Sc,,,ESO 272-023,ESO-LV 272-0230,IRAS 14369-4406
IC4473,219.47558,15.86167,1.2,,,,GTrpl,,,,,,,,,,,,IC4473 NED04 is a star superposed to the group.
IC4473 NED01,219.47663,15.86069,0.74,1.3,1,0.59,G,15.97,,15.09,14.39,14.28,23.9,SBb,,,SDSS J143754.38+155138.4,SDSS J143754.38+155138.5,
IC4473 NED02,219.47521,15.86367,0.93,1.6,178,0.59,G,15.39,,12.26,11.63,11.24,23.61,SBb,,,MCG +03-37-027,PGC 052287,SDSS J143754.04+155149.1
IC4473 NED03,219.47592,15.87017,0.12,1,0,0.12,G,,,,,,,,,,,,No data available in LEDA.
IC4474,219.59292,23.42875,0.65,1.3,134,0.52,G,15.87,,,,,23.55,SBab,,,PGC 1687216,SDSS J143822.29+232543.5,SDSS J143822.30+232543.5
IC4475,219.59692,23.33356,1.05,1.2,26,0.88,G,14.82,,11.41,10.74,10.37,23.77,E,,,MCG +04-35-001,PGC 052325,SDSS J143823.26+232000.8
IC4476,219.96604,-16.24475,0.76,1.4,164,0.55,G,15.31,,11.75,11.07,10.81,23.46,S0,,,LEDA 170358,,
IC4477,219.64683,28.45939,0.6,1.8,16,0.34,G,15.61,,12.84,12.05,11.68,22.84,SBb,,,PGC 052327,SDSS J143835.24+282733.7,
IC4478,219.80288,15.87739,0.58,1.2,61,0.49,G,15.29,,12.31,11.7,11.54,23.04,E,,,PGC 052363,SDSS J143912.68+155238.5,SDSS J143912.68+155238.6
IC4479,219.69125,28.50544,1.16,1.1,17,1.07,G,14.85,,11.78,11.06,10.91,23.88,Sc,,,IRAS 14365+2842,MCG +05-35-001,PGC 052338
IC4480,219.94013,18.49236,0.64,1.1,65,0.58,G,15.41,,13.06,12.31,12.34,23.22,SBbc,,,MCG +03-37-034,PGC 052394,SDSS J143945.62+182932.4
IC4481,220.04213,16.14144,0.5,1.4,68,0.35,G,16.59,,,,,23.62,SBbc,,,PGC 1501729,SDSS J144010.11+160829.1,SDSS J144010.11+160829.2
IC4482,220.05192,18.94328,0.62,1.1,25,0.56,G,15.55,,13.59,12.98,12.69,23.32,Sbc,,,PGC 052408,SDSS J144012.45+185635.8,SDSS J144012.46+185635.8
IC4483,220.08129,16.68522,1.34,2.9,25,0.46,G,14.92,,12.1,11.42,11.09,23.61,Sb,,,MCG +03-37-035,PGC 052417,SDSS J144019.51+164106.4
IC4484,221.93283,-73.30594,2.96,9.9,132,0.3,G,13.88,,11.19,10.29,,23.47,Sc,,,ESO 041-009,ESO-LV 41-0900,IRAS 14427-7305
IC4485,220.13108,28.66886,0.64,1.7,43,0.37,G,15.87,,12.82,12.18,11.79,23.25,SBb,,,PGC 052419,SDSS J144031.45+284007.8,
IC4486,220.41996,18.55722,0.52,1.6,142,0.32,G,15.31,,12.51,11.65,11.51,23.09,E,,,PGC 052481,SDSS J144140.78+183325.9,
IC4487,220.46746,18.577,0.68,1.3,22,0.52,G,15.65,,,,,23.38,Sbc,,,MCG +03-37-037,PGC 052496,SDSS J144152.19+183437.2
IC4488,220.71908,18.62028,0.61,1.6,9,0.39,G,15.84,,,,,23.44,Sbc,,,PGC 1564980,SDSS J144252.57+183712.9,SDSS J144252.58+183712.9
IC4489,220.81646,18.52861,0.42,1.2,122,0.36,G,16.78,,,,,23.39,Sc,,,PGC 1562198,SDSS J144315.94+183142.9,
IC4492,220.64113,37.45233,0.63,1.3,61,0.5,G,15.3,,12.2,11.48,11.42,23.18,E,,,MCG +06-32-088,PGC 052536,SDSS J144233.86+372708.3
IC4494,221.10642,15.55139,0.93,2.4,136,0.39,G,15.3,,12.88,12.18,12.04,23.83,S0-a,,,MCG +03-38-003,PGC 052644,SDSS J144425.53+153304.9
IC4495,221.06071,23.55839,0.78,1.8,10,0.44,G,15.66,,12.9,12.17,11.83,23.49,SBb,,,PGC 052634,SDSS J144414.57+233330.1,SDSS J144414.57+233330.2
IC4496,220.97742,33.40656,0.85,1.2,45,0.69,G,14.88,,11.71,11.02,10.77,23.29,S0,,,MCG +06-32-090,PGC 052610,SDSS J144354.57+332423.5
IC4497,221.08692,28.55103,0.84,1,134,0.81,G,15.23,,12.69,12.1,12,23.73,E,,,MCG +05-35-009,PGC 052636,SDSS J144420.86+283303.6
IC4498,221.25329,26.30114,0.75,1.1,17,0.7,G,14.94,,11.98,11.23,,23.1,E-S0,,,MCG +05-35-010,PGC 052667,SDSS J144500.79+261804.0
IC4499,225.08021,-82.2135,5.1,,,,GCl,,8.56,,,,,,,,,,
IC4500,221.14858,37.48247,0.56,1.3,74,0.44,G,15.58,,,,,22.91,Sbc,,,PGC 052656,SDSS J144435.65+372856.8,SDSS J144435.66+372856.9
IC4501,221.85613,-22.40603,1.03,1.4,59,0.75,G,14.27,,12.3,11.62,11.1,22.91,Sab,,,ESO 580-025,ESO-LV 580-0250,IRAS 14445-2211
IC4502,221.31596,37.30036,0.64,1.9,110,0.33,G,15.58,,12.44,11.74,11.49,23.38,Sb,,,PGC 2097463,SDSS J144515.83+371801.3,
IC4503,221.66463,16.14644,1.2,1.1,6,1.05,G,14.69,,11.85,11.12,10.87,23.95,E,,,MCG +03-38-010,PGC 052763,SDSS J144639.50+160847.1
IC4504,221.65408,31.69919,0.51,1.8,98,0.29,G,15.46,,12.27,11.65,11.43,,S0,,,PGC 052750,SDSS J144636.97+314157.1,SDSS J144636.98+314157.1
IC4505,221.63904,33.40861,1.13,1.4,176,0.78,G,14.83,,11.38,10.81,10.49,23.79,E-S0,,,MCG +06-32-099,PGC 052754,SDSS J144633.36+332430.9
IC4506,221.66642,33.40122,0.49,1.1,2,0.44,G,15.48,,12.88,12.1,11.88,22.74,S0,,,PGC 052764,SDSS J144639.93+332404.3,SDSS J144639.93+332404.4
IC4507,221.92567,18.45572,0.68,1.7,149,0.41,G,15.82,,13.09,12.46,12.06,23.34,Sb,,,MCG +03-38-016,PGC 052834,SDSS J144742.16+182720.6
IC4508,221.96421,31.76828,0.76,1.3,31,0.6,G,15.55,,12.51,11.78,11.69,23.62,S0-a,,,2MASX J14475137+3146051,PGC 052843,SDSS J144751.40+314605.8
IC4509,222.11275,31.79158,0.83,4.2,46,0.2,G,14.8,,12.82,12.25,12.18,22.26,Sb,,,MCG +05-35-016,PGC 052874,SDSS J144827.05+314729.6
IC4512,222.47625,27.70081,0.55,1.1,162,0.5,G,16.12,,14.4,13.77,13.66,23.7,Sc,,,PGC 1815627,SDSS J144954.29+274202.9,
IC4514,222.731,27.57853,0.83,1.2,124,0.68,G,15.15,16.98,12.31,11.64,11.55,23.34,Sab,,,MCG +05-35-019,PGC 053010,SDSS J145055.43+273442.6
IC4515,222.77779,37.49481,0.98,1.4,61,0.7,G,15.52,,12.41,11.64,11.35,23.99,Sa,,,MCG +06-33-003,PGC 053026,SDSS J145106.66+372941.2
IC4516,223.59771,16.35528,1.36,1.2,158,1.09,G,14.53,14.22,11.03,10.35,10.06,24.05,E,,,MCG +03-38-049,PGC 053274,SDSS J145423.44+162119.0
IC4517,223.64621,23.64328,1.12,3.7,156,0.3,G,15.31,,11.78,11.08,10.66,23.43,SBb,,,PGC 053291,SDSS J145435.08+233835.8,SDSS J145435.09+233835.8
IC4518,224.42875,-43.13167,2,,,,GPair,,,,,,,,,,,,
IC4518A,224.42158,-43.13211,0.92,2.9,135,0.32,G,16.64,,10.75,9.92,9.58,,Sc,,4518W,PGC 053466,,Western component of an interacting double system.
IC4518B,224.43525,-43.13136,1.26,5.3,106,0.24,G,16.46,,10.33,9.57,9.48,24.4,Sc,,4518E,MCG -07-31-002,PGC 053467,
IC4519,223.68558,37.41272,0.89,1.9,124,0.48,G,15.18,,11.88,11.28,11.05,24.07,S0-a,,,MCG +06-33-007,PGC 053311,SDSS J145444.53+372445.7
IC4520,223.77921,33.72444,0.51,1.2,120,0.41,G,15.13,,12.85,12.05,11.72,22.54,Sb,,,IRAS 14530+3355,MCG +06-33-008,PGC 053328
IC4521,224.86438,25.58408,0.66,1.5,114,0.44,G,15.36,,12.42,11.71,11.45,22.92,Sc,,,IRAS 14572+2546,MCG +04-35-022,PGC 053558
IC4522,227.8705,-75.85997,3.02,3.5,112,0.86,G,13.1,,10.61,10.02,9.64,,Sb,,,ESO 042-002,IRAS 15056-7540,PGC 054216
IC4523,226.29392,-43.50953,1.65,1.1,119,1.49,G,13.43,,10.72,10.02,9.67,23.41,SABc,,,ESO 273-015,IRAS 15018-4318,MCG -07-31-005
IC4524,225.5265,25.6015,0.64,1.3,19,0.48,G,15.52,,,,,22.98,SBbc,,,PGC 1742463,SDSS J150206.35+253605.4,SDSS J150206.36+253605.4
IC4525,225.60358,25.6385,0.58,1.1,31,0.52,G,15.66,,13.49,12.74,12.09,23.1,SBd,,,MCG +04-35-025,PGC 053705,SDSS J150224.85+253818.5
IC4526,225.65917,23.35044,0.5,1.4,19,0.37,G,16.72,,12.95,12.33,11.81,23.69,Sm,,,MCG +04-35-026,PGC 053707,SDSS J150238.19+232101.5
IC4527,226.42092,-42.44953,1.43,2.8,49,0.51,G,13.74,,10.84,10.09,9.78,22.66,Sbc,,,ESO 328-015,IRAS 15023-4215,MCG -07-31-006
IC4528,225.38904,49.11247,0.81,1.4,155,0.6,G,15.05,,12.65,12.1,11.73,23.15,Sb,,,PGC 053658,SDSS J150133.35+490644.7,SDSS J150133.35+490644.8
IC4529,226.60825,-43.23264,0.77,1.7,6,0.46,G,14.8,,,,,22.83,Sbc,,,IRAS 15031-4302,MCG -07-31-007,PGC 053926
IC4530,225.93879,26.10086,0.91,5.7,19,0.16,G,15.3,,11.82,11.13,10.87,22.71,SBb,,,MCG +04-36-001,PGC 053752,SDSS J150345.30+260603.0
IC4531,226.11017,23.41494,0.92,1.7,178,0.53,G,15.6,,12.36,11.81,11.5,24.22,E,,,PGC 053792,SDSS J150426.43+232453.8,SDSS J150426.44+232453.8
IC4532,226.22421,23.25661,0.86,1.5,92,0.58,G,15.51,,12.13,11.37,11.2,23.99,E,,,PGC 053828,SDSS J150453.80+231523.8,
IC4533,226.12642,27.79286,0.98,1.5,154,0.66,G,15.14,,11.97,11.24,10.93,23.66,SABa,,,MCG +05-36-004,PGC 053803,SDSS J150430.33+274734.2
IC4534,226.67404,23.64192,1.45,1.8,164,0.79,G,14.47,,11.09,10.39,10.17,23.8,S0,,,MCG +04-36-013,PGC 053943,SDSS J150641.77+233830.9
IC4535,227.17333,37.57033,0.54,2.3,162,0.23,G,15.99,,13.04,12.31,12.12,23.07,SBb,,,PGC 2103997,SDSS J150841.59+373413.1,SDSS J150841.60+373413.2
IC4536,228.32179,-18.13728,1.32,1.5,4,0.89,G,13.72,,,,,22.72,SBcd,,,ESO-LV 581-0240,IRAS 15104-1756,MCG -03-39-002
IC4537,229.38517,2.04739,0.75,1.7,45,0.43,G,15.95,,12.61,11.99,11.5,23.98,S0-a,,,PGC 054583,SDSS J151732.44+020250.6,
IC4538,230.29838,-23.65842,2.48,1.3,55,1.95,G,12.89,12.38,10.44,9.77,9.5,23.39,SABc,,,ESO 514-010,ESO-LV 514-0100,IRAS 15182-2328
IC4539,229.62979,32.39286,0.55,1.2,153,0.45,G,15.77,,13.01,12.38,12.13,23.16,SABb,,,MCG +06-34-003,PGC 054642,SDSS J151831.15+322334.2
IC4541,232.48154,-70.58494,1.74,3.3,151,0.53,G,13.95,,10.2,9.42,9.13,23.17,Sb,,,ESO 068-006,IRAS 15249-7025,PGC 055252
IC4542,230.52246,33.14858,1.05,1.6,102,0.65,G,15.12,,11.82,11.16,10.8,23.95,S0-a,,,MCG +06-34-006,PGC 054855,SDSS J152205.39+330854.9
IC4544,232.34579,-50.58344,,,,,Nova,7,,16.11,15.63,15.43,,,,,HD 137677,,Position is from P. Woudt (w.r.t. six 2MASS stars) via B. Skiff.
IC4545,235.36575,-81.62594,2.02,2.4,166,0.85,G,14.05,,12.71,11.73,11.4,23.55,SABc,,,ESO 022-011,ESO-LV 22-0110,IRAS 15328-8127
IC4546,231.74338,28.85261,0.7,1.2,104,0.6,G,15.19,15.54,12.57,11.97,11.67,23.19,Sc,,,MCG +05-36-031,PGC 055115,SDSS J152658.40+285109.3
IC4547,231.81279,28.78897,0.8,1.4,138,0.57,G,15.43,,12.29,11.64,11.55,23.72,E-S0,,,PGC 055130,SDSS J152715.06+284720.3,SDSS J152715.07+284720.3
IC4548,231.85008,28.84983,0.48,1.5,11,0.33,G,16.5,,13.14,12.4,12.14,23.8,E,,,PGC 055136,SDSS J152724.01+285059.4,
IC4549,232.31071,32.82556,0.7,3,96,0.23,G,15.51,,12.44,11.67,11.31,22.69,Sb,,,IRAS 15272+3259,MCG +06-34-011,PGC 055217
IC4552,234.72871,4.58306,1,1.1,70,0.94,G,14.19,,11.49,10.8,10.51,22.95,Sc,,,IRAS 15364+0444,MCG +01-40-009,PGC 055687
IC4553,233.73854,23.50314,1.11,1.5,96,0.72,G,13.96,13.19,11.04,10.31,9.85,22.53,Sm,,1127,IRAS 15327+2340,MCG +04-37-005,PGC 055497
IC4554,233.77013,23.47928,0.47,1.4,151,0.33,G,16.09,,12.98,12.44,11.98,22.99,Sab,,,LEDA 214390,SDSS J153504.83+232845.4,
IC4555,237.06171,-78.17886,2.14,4.7,62,0.46,G,13.56,,11.38,10.88,10.68,22.68,SBc,,,ESO 022-012,ESO-LV 22-0120,IRAS 15411-7801
IC4556,233.84354,25.29714,1.17,1.1,141,1.06,G,14.57,,11.19,10.49,10.22,23.76,E,,,MCG +04-37-007,PGC 055523,SDSS J153522.45+251749.6
IC4557,233.65388,39.72889,0.52,1.4,137,0.36,G,15.71,,13.01,12.36,12.15,22.82,Sbc,,,PGC 055483,SDSS J153436.92+394343.9,
IC4558,233.9425,25.34589,0.45,1.6,158,0.28,G,15.81,,13.01,12.33,11.98,22.66,Sb,,,PGC 055537,SDSS J153546.20+252045.1,SDSS J153546.20+252045.2
IC4559,233.973,25.34114,0.64,1.5,70,0.44,G,15.14,,11.86,11.06,10.83,23.13,E,,,MCG +04-37-008,PGC 055553,SDSS J153553.52+252028.0
IC4560,233.97533,39.81411,0.61,1.7,104,0.35,G,16.39,,12.39,11.88,11.6,24.04,S0,,,LEDA 214393,SDSS J153554.06+394851.0,SDSS J153554.07+394851.2
IC4561,234.19613,25.41681,0.83,1.8,129,0.45,G,15.07,,11.85,11.18,10.95,23.05,Sb,,,MCG +04-37-011,PGC 055610,SDSS J153647.06+252500.5
IC4562,233.9875,43.49325,1.19,1.1,55,1.09,G,13.76,,10.5,9.78,9.54,23.1,E,,,MCG +07-32-034,PGC 055559,SDSS J153557.00+432935.6
IC4563,234.01533,39.83153,1.06,2,163,0.54,G,14.94,,,,,23.65,S0-a,,,PGC 055565,SDSS J153603.68+394953.3,SDSS J153603.68+394953.4
IC4564,234.11275,43.51878,1.2,2.7,71,0.44,G,14.34,,11.37,10.68,10.44,22.79,Sc,,,IRAS 15347+4340,MCG +07-32-036,PGC 055584
IC4565,234.14638,43.42489,0.8,1.7,11,0.46,G,14.81,,12.83,12.01,12.01,22.78,Sc,,,MCG +07-32-037,PGC 055592,SDSS J153635.12+432529.5
IC4566,234.17567,43.53933,1.35,1.5,163,0.89,G,14.11,13.27,11.16,10.46,10.16,23.23,Sb,,,MCG +07-32-038,PGC 055601,SDSS J153642.16+433221.5
IC4567,234.30529,43.29831,1.34,1.4,131,0.96,G,13.55,,11.02,10.34,10.02,22.73,Sc,,,IRAS 15354+4327,MCG +07-32-040,PGC 055620
IC4568,235.03208,28.15228,0.54,2.2,39,0.25,G,15.22,,12.44,11.86,11.55,,Sb,,,PGC 055746,SDSS J154007.70+280908.2,
IC4569,235.20158,28.29208,0.91,1.1,115,0.82,G,14.86,,11.57,10.89,10.63,23.52,E,,,MCG +05-37-013,PGC 055783,SDSS J154048.37+281731.5
IC4570,235.34413,28.22975,0.76,1.1,178,0.67,G,15.05,,12.52,11.68,11.53,23.09,SABc,,,MCG +05-37-014,PGC 055797,SDSS J154122.58+281347.1
IC4571,237.21458,-67.32347,1.58,2.8,139,0.57,G,13.92,,10.61,9.82,9.55,22.94,SBb,,,ESO 099-011,IRAS 15440-6710,PGC 056106
IC4572,235.47579,28.134,1.16,1.5,76,0.78,G,14.8,,11.59,10.88,10.67,23.59,SBa,,,MCG +05-37-016,PGC 055817,SDSS J154154.19+280802.4
IC4573,235.55142,23.79997,0.62,2.3,138,0.27,G,15.71,,13.22,12.56,12.29,22.9,Sc,,,PGC 055825,SDSS J154212.33+234759.8,SDSS J154212.34+234759.9
IC4574,235.49683,28.24033,0.63,1.8,23,0.36,G,15.71,,14.39,13.73,13.83,23.29,SBa,,,PGC 055820,SDSS J154159.23+281425.2,SDSS J154159.24+281425.2
IC4575,235.58188,23.80764,0.5,1.4,84,0.35,G,15.54,,12.54,11.75,11.48,22.66,Sa,,,PGC 055828,SDSS J154219.64+234827.5,
IC4576,235.64792,23.67006,1.39,1.5,79,0.9,G,14.6,,11.34,10.7,10.48,24.15,E,,,PGC 055840,SDSS J154235.49+234012.1,SDSS J154235.50+234012.1
IC4577,235.68983,23.79264,0.58,1.2,145,0.49,G,15.27,,12.11,11.62,11.08,23,E,,,PGC 055848,SDSS J154245.54+234733.4,SDSS J154245.56+234733.4
IC4578,238.29442,-74.82528,1.63,2.6,139,0.62,G,13.93,,10.87,10.34,9.98,23.06,SBb,,,ESO 042-013,IRAS 15471-7440,PGC 056305
IC4579,235.71463,23.77317,0.55,1.3,72,0.43,G,15.47,,12.37,11.6,11.37,23.08,E,,,PGC 055852,SDSS J154251.49+234623.4,SDSS J154251.51+234623.4
IC4580,235.80933,28.35683,0.98,2,164,0.48,G,15.35,,12.4,11.63,11.37,23.86,S0-a,,,PGC 055862,SDSS J154314.23+282124.5,
IC4581,236.00633,28.27703,0.79,1.3,24,0.6,G,15.18,,12.63,12.1,11.77,23.25,Sc,,,IRAS 15419+2826,MCG +05-37-019,PGC 055893
IC4582,236.41438,28.08867,1.2,3.9,172,0.31,G,14.83,,11.69,10.9,10.57,22.98,SBbc,,,IRAS 15435+2814,MCG +05-37-020,PGC 055967
